Número,Valor estimado,Modalidade,Publicação,Tipo,Objeto,Abertura,Situação,Secretaria
2012.01/2021-SRP,1554992.61,PREGÃO,2021-12-29,MENOR PREÇO,"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA CONFECÇÃO E NO FORNECIMENTO DE UNIFORMES ESCOLARES DESTINADOS AOS ALUNOS DA REDE MUNICIPAL DE ENSINO, JUNTO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",2022-01-12,FECHADA,SECRETARIA DE EDUCAÇÃO
1412.01/2021-SRP,1821259.55,PREGÃO,2021-12-23,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE URNAS MORTUÁRIAS E KIT FUNERAL, BEM COMO SERVIÇO DE TRANSLADO PARA CONCESSÃO DE BENEFÍCIOS EVENTUAIS JUNTO A SECRETARIA DE ASSISTÊNCIA SOCIAL DE ACARAÚ/CE",2022-01-10,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1012.02/2021-SRP,974280.4,PREGÃO,2021-12-21,MENOR PREÇO,REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE RECARGA GÁS LIQUEFEITO DO PETRÓLEO (GLP) E BOTIJÃO DE GÁS GLP VAZIO (VASILHAME DE 13 KG) PARA SUPRIR AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.,2022-01-07,FECHADA,SECRETARIAS DIVERSAS
0312.02/2021-PE,390876.98,PREGÃO,2021-12-17,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA Nº 11278.643000/1210-06-MS, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2022-01-06,FECHADA,SECRETARIA DE SAÚDE
0312.01/2021-TP,150000.0,TOMADA DE PREÇOS,2021-12-15,MENOR PREÇO,"CONTRATAÇÃO NA PRESTAÇÃO DE SERVIÇOS NO PROCESSAMENTO, GERAÇÃO E TRANSMISSÃO DOS ARQUIVOS DE INDIVIDUALIZAÇÃO DAS GUIAS DE RECOLHIMENTO DO FGTS-CEF, PREVIDÊNCIA SOCIAL-GFIP, ARQUIVOS REMETIDOS PARA GERAÇÃO DE DECLARAÇÃO DE DÉBITO E CRÉDITO TRIBUTÁRIOS FEDERAIS (FISCAL E TRABALHISTA) E ASSESSORIA ADMINISTRATIVA E PREVIDENCIÁRIA COM ACOMPANHAMENTO DE PROCESSOS ADMINISTRATIVOS NA RECEITA FEDERAL DO BRASIL-RFB E NA PROCURADORIA GERAL DA FAZENDA NACIONAL - PGR E SUPORTE NA REGULARIZAÇÃO DE INFORMAÇÕES PARA EMISSÃO DAS CERTIDÕES DE REGULARIDADE FISCAL DO MUNICÍPIO DE ACARAÚ-CE.",2022-01-05,FECHADA,PROCURADORIA GERAL DO MUNICÍPIO
1012.01/2021-SRP,10345240.0,PREGÃO,2021-12-15,MENOR PREÇO,REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE COMBUSTÍVEIS DERIVADOS DE PETRÓLEO E ARLA 32 PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.,2021-12-29,DESERTA,SECRETARIAS DIVERSAS
1011.01/2021-CP,1115953.86,CONCORRÊNCIA,2021-11-18,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇAO EM INTERTRAVADO NA RUA DE ACESSO A PRAIA DA BARRINHA, JUNTO A SECRETARIA DE INFRAESTRUTURA NO MUNICÍPIO DE ACARAÚ/CE.",2021-12-22,FECHADA,SECRETARIA DE INFRAESTRUTURA
1011.02/2021-CP,2361716.17,CONCORRÊNCIA,2021-11-12,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO EM PEDRA TOSCA NO BURITI, CURRAL VELHO, MORADA NOVA E CAUASSU DE DENTRO, JUNTO A SECRETARIA DE INFRAESTRUTURA NO MUNICÍPIO DE ACARAÚ/CE.",2021-12-16,FECHADA,SECRETARIA DE INFRAESTRUTURA
1811.01/2021-SRP,2788307.17,PREGÃO,2021-11-24,MENOR PREÇO,"REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAIS DE CONSTRUÇÃO, HIDRÁULICOS, ELÉTRICOS E FERRAMENTAS PARA ATENDER AS NECESSIDADES DA SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE.",2021-12-15,FECHADA,SECRETARIA DE INFRAESTRUTURA
1910.01/2021-CP,4004773.43,CONCORRÊNCIA,2021-11-11,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DA AMPLIAÇÃO DO HOSPITAL MUNICIPAL DE ACARAÚ/CE - ETAPA II, JUNTO A SECRETARIA DE SAÚDE NO MUNICÍPIO DE ACARAÚ/CE.",2021-12-13,FECHADA,SECRETARIA DE SAÚDE
1611.01/2021-TP,1613514.0,TOMADA DE PREÇOS,2021-11-18,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE UNIDADES BÁSICAS DE SAÚDE - UBS, TIPO I, BAIRROS DE SAGUIM E NO CÓRREGO DAS VARAS, JUNTO DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2021-12-07,FECHADA,SECRETARIA DE INFRAESTRUTURA
0511.01/2021-SRP,89729.07,PREGÃO,2021-11-18,MENOR PREÇO,"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO E NA PRESTAÇÃO DE SERVIÇOS DE CONFECÇÃO DE FARDAMENTOS E ACESSÓRIOS PARA OS SERVIDORES DO DEMUTRAN (DEPARTAMENTO MUNICIPAL DE TRÂNSITO), DE RESPONSABILIDADE DA SECRETARIA DE SEGURANÇA E TRÂNSITO DO MUNICÍPIO DE ACARAÚ/CE.",2021-12-06,FECHADA,SECRETARIA DE SEGURANÇA E TRÂNSITO
0511.02/2021-SRP,5643320.0,PREGÃO,2021-11-18,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS E ESTRUTURAS PARA EVENTOS DIVERSOS, ENVOLVENDO MONTAGEM/DESMONTAGEM, INSTALAÇÃO/DESINSTALAÇÃO E TRANSPORTE PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2021-12-02,FECHADA,SECRETARIAS DIVERSAS
0811.01/2021-PE,113510.88,PREGÃO,2021-11-10,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, COM O OBJETIVO DE INFORMATIZAÇÃO DAS EQUIPES DE SAÚDE DA FAMÍLIA, POR MEIO DA IMPLEMENTAÇÃO DE PRONTUÁRIO ELETRÔNICO, CONFORME A PORTARIA GM/MS N° 3.393/2020, JUNTO À SECRETARIA DE SAÚDE.",2021-11-26,FECHADA,SECRETARIA DE SAÚDE
0410.02/2021-PE,100478.0,PREGÃO,2021-10-22,MENOR PREÇO,AQUISIÇÃO DE ROÇADEIRA HIDRÁULICA ARTICULADA PARA ATENDER A DEMANDA DA SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE.,2021-11-23,FECHADA,SECRETARIA DE INFRAESTRUTURA
0610.01/2021-SRP,412944.0,PREGÃO,2021-11-08,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE FARDAMENTO ESCOLARES PARA ATENDER AS NECESSIDADES DA REDE MUNICIPAL DE ENSINO, JUNTO A SECRETARIA DE EDUCAÇÃO NO MUNICÍPIO DE ACARAÚ/CE.",2021-11-22,REVOGADA,SECRETARIA DE EDUCAÇÃO
0110.01/2021-SRP,1875866.25,PREGÃO,2021-10-21,MENOR PREÇO,"REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE PEÇAS DE REPOSIÇÃO E CONTRATAÇÕES DE SERVIÇOS DE CONSERTO, RETIRADA, INSTALAÇÃO, REPAROS, MANUTENÇÃO E SUBSTITUIÇÃO DE BOMBAS ENTRE 0,5 CV E 4 CV, BEM COMO TODO O SISTEMA HIDRÁULICO (CONEXÕES, TUBOS E BRILHANTES) DOS CHAFARIZES, POÇOS TUBULARES PROFUNDOS DE ABASTECIMENTOS D'ÁGUA DO MUNICÍPIO DE ACARAÚ/CE.",2021-11-18,FECHADA,SECRETARIA DE INFRAESTRUTURA
0410.01/2021-CP,4479983.35,CONCORRÊNCIA,2021-10-08,MENOR PREÇO,"RESTAURAÇÃO DE ESTRADAS VICINAIS NAS LOCALIDADES DE ARANAÚ, JURITIANHA, SANTA FÉ E LAGOA DO CARNEIRO, JUNTO A SECRETARIA DE INFRAESTRUTURA NO MUNICÍPIO DE ACARAÚ/CE.",2021-11-16,FECHADA,SECRETARIA DE INFRAESTRUTURA
1910.01/2021-TP,1428201.29,TOMADA DE PREÇOS,2021-10-26,MENOR PREÇO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DA CONCLUSÃO DA CONSTRUÇÃO DE CRECHE PROINFÂNCIA TIPO I - BAIRRO DE BURITI NO MUNICÍPIO DE ACARAÚ/CE.,2021-11-12,FECHADA,SECRETARIA DE EDUCAÇÃO
2409.01/2021-SRP,3908411.08,PREGÃO,2021-10-21,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAL PERMANENTE, COMPONENTES, PEÇAS E SUPRIMENTOS DE INFORMÁTICA PARA ATENDER AS DEMANDAS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE",2021-11-11,FECHADA,SECRETARIAS DIVERSAS
0109.01/2021-SRP,2031225.0,PREGÃO,2021-10-21,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE VEÍCULOS AUTOMOTORES NOVOS, 0 (ZERO) KM , TIPO PASSEIO PARA ATENDER AS NECESSIDADES DE DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2021-11-09,FECHADA,SECRETARIA DE INFRAESTRUTURA
2309.01/2021-TP,2567392.43,TOMADA DE PREÇOS,2021-10-20,MENOR PREÇO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE REFORMA E AMPLIAÇÃO DA E.E.I.E.F. MANOEL JOÃO ARAÚJO - DISTRITO DE ARANAU E DA E.E.I.E.F.HIGINO DE SOUSA (ANEXO) - BAIRRO DE MORADA NOVA NO MUNICÍPIO DE ACARAÚ/CE.,2021-11-08,FECHADA,SECRETARIA DE INFRAESTRUTURA
0408.01/2021-TP,194550.0,TOMADA DE PREÇOS,2021-09-23,MENOR PREÇO,"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA EM GESTÃO ESTRATÉGICA, COMPREENDENDO A ELABORAÇÃO DE RELATÓRIOS, PAINÉIS GERENCIAIS, AUDITORIA INTERNA E A IMPLANTAÇÃO DE MELHORIAS CONTÍNUAS, BEM COMO A ORIENTAÇÃO AOS AGENTES PÚBLICOS QUANTO A GESTÃO DE ATIVOS E FLUXO DAS DESPESAS, JUNTO AS DIVERSAS UNIDADES ADMINISTRATIVAS DA PREFEITURA MUNICIPAL DE ACARAÚ/CE.",2021-10-13,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
2608.01/2021-SRP,1079361.01,PREGÃO,2021-09-24,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS CONTRATAÇÕES DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE INSTALAÇÃO, CONSERTO E MANUTENÇÃO CORRETIVA/PREVENTIVA DE APARELHOS DE REFRIGERAÇÃO E ELETRODOMÉSTICOS PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2021-10-08,FECHADA,SECRETARIA DE INFRAESTRUTURA
1008.01/2021-SRP,984706.04,PREGÃO,2021-09-20,MENOR PREÇO,"REGISTRO DE PREÇOS PARA SELEÇÃO DA PROPOSTA MAIS VANTAJOSA PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAIS LABORATORIAIS E DE ANÁLISES CLÍNICAS, VISANDO ATENDER AS NECESSIDADES DO LABORATÓRIO DO MUNICÍPIO DE ACARAÚ/CE.",2021-10-06,FECHADA,SECRETARIA DE SAÚDE
2107.01/2021-TP.,1607000.95,TOMADA DE PREÇOS,2021-09-20,MENOR PREÇO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE URBANIZAÇÃO DA PRAIA DE ARPOEIRAS NO MUNICÍPIO DE ACARAÚ/CE.,2021-10-05,FECHADA,SECRETARIA DE INFRAESTRUTURA
2308.01/2021-PE,198418.93,PREGÃO,2021-09-08,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE, DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA N° 11278.643000/1200-01 DA PORTARIA N° 970/2020 - MINISTÉRIO DA SAÚDE, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2021-09-30,FECHADA,SECRETARIA DE SAÚDE
2008.01/2021-PE,814850.0,PREGÃO,2021-09-02,MENOR PREÇO,"AQUISIÇÃO DE LIVROS DIDÁTICOS DOS 4º, 5º E 6º PARA ATENDER ÀS NECESSIDADES DOS ALUNOS DA REDE DE ENSINO MUNICIPAL, JUNTO À SECRETARIA DA EDUCAÇÃO DE ACARAÚ-CE.",2021-09-27,FECHADA,SECRETARIA DE EDUCAÇÃO
1907.03/2021-SRP,587918.6,PREGÃO,2021-09-02,MENOR PREÇO,REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAIS ESPORTIVOS PARA ATENDER AS NECESSIDADES DA SECRETARIA DE DESPORTO E JUVENTUDE DO MUNICÍPIO DE ACARAÚ/CE.,2021-09-22,FECHADA,SECRETARIA DE ESPORTE E JUVENTUDE
1708.01/2021-SRP,266520.0,PREGÃO,2021-08-30,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAIS PARA COMPOSIÇÃO DO KIT BEBÊ DESTINADOS A DOAÇÃO PARA MUNÍCIPES EM VULNERABILIDADE SOCIAL, ATRAVÉS DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE.",2021-09-20,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1308.01/2021-SRP,1268989.5,PREGÃO,2021-09-02,MENOR PREÇO,"REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS CONTRATAÇÕES DE EMPRESA ESPECIALIZADA EM FORNECIMENTO DE ALIMENTAÇÃO PREPARADA (ALMOÇO, COFFE BREAK, LANCHE E QUENTINHA) E SERVIÇO DE BUFFET/DECORAÇÃO PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2021-09-17,FECHADA,SECRETARIAS DIVERSAS
1207.01/2021-SRP,2159566.31,PREGÃO,2021-08-24,MENOR PREÇO,REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS GRÁFICOS IMPRESSOS E COMUNICAÇÃO VISUAL PARA ATENDER AS DEMANDAS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.,2021-09-13,FECHADA,SECRETARIAS DIVERSAS
2007.01/2021-TP,193900.0,TOMADA DE PREÇOS,2021-08-18,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS DE CAPTAÇÃO DE RECURSOS, PRESTAÇÃO DE CONTAS E INFORMAÇÕES JUNTO AOS ÓRGÃOS DA ESFERA FEDERAL, ESTADUAL E MUNICIPAL PARA ATENDER AS SECRETARIAS DA PREFEITURA MUNICIPAL DE ACARAÚ/CE.",2021-09-08,FECHADA,SECRETARIAS DIVERSAS
1907.02/2021-SRP,1950739.61,PREGÃO,2021-08-11,MENOR PREÇO,REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS GRÁFICOS IMPRESSOS E COMUNICAÇÃO VISUAL PARA ATENDER AS DEMANDAS DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.,2021-08-26,FECHADA,SECRETARIA DE SAÚDE
1207.02/2021-SRP,2217385.15,PREGÃO,2021-08-11,MENOR PREÇO,"REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAL DE CONSTRUÇÃO, ELÉTRICO E HIDRÁULICO PARA ATENDER AS NECESSIDADES DA SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE.",2021-08-24,FECHADA,SECRETARIA DE INFRAESTRUTURA
2707.01/2021-PE,6680376.33,PREGÃO,2021-08-10,MENOR PREÇO,"REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE PEÇAS E SERVIÇOS PARA VEÍCULOS AUTOMOTORES DA FROTA OFICIAL, PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2021-08-20,FECHADA,SECRETARIA DE INFRAESTRUTURA
0707.01/2021-SRP,2433108.27,PREGÃO,2021-08-06,MENOR PREÇO,SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE GÊNEROS ALIMENTÍCIOS DESTINADOS A SUPRIR AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.,2021-08-18,FECHADA,SECRETARIAS DIVERSAS
2107.01/2021-TP,33859.98,TOMADA DE PREÇOS,2021-07-27,MENOR PREÇO,"SERVIÇOS ESPECIALIZADOS PROFISSIONAIS DE LAVAGEM COMPLETA, DESINFECÇÃO E ASSEPSIA DE EQUIPAMENTOS NOS VEÍCULOS DA REDE DE ATENDIMENTO SAMU, DO MUNICÍPIO DE ACARAÚ/CE.",2021-08-11,FECHADA,SECRETARIA DE INFRAESTRUTURA
1907.01/2021-PE,4400344.87,PREGÃO,2021-07-23,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA DE PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE ESCOLAR, NO ATENDIMENTO DOS ALUNOS DO FUNDAMENTAL I, II E ENSINO MÉDIO DA REDE DE ENSINO DO MUNICÍPIO DE ACARAÚ/CE.",2021-08-04,FECHADA,SECRETARIA DE EDUCAÇÃO
0107.01/2021-PE,131455.5,PREGÃO,2021-07-16,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS MEDICO-HOSPITALARES, CONFORME O PLANO DE TRABALHO, PORTARIA MS N° 3.241, DE 07 DE DEZEMBRO DE 2020, PARA SUPRIR AS NECESSIDADES DO PROGRAMA SAÚDE COM AGENTE DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ-CE.",2021-07-30,FECHADA,SECRETARIA DE SAÚDE
0207.01/2021-TP,151106.62,TOMADA DE PREÇOS,2021-07-12,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA TÉCNICA ESPECIALIZADA NA ÁREA DE PLANEJAMENTO E CONTRATAÇÕES PÚBLICAS, JUNTO AO SETOR DE LICITAÇÃO, PARA ATENDIMENTO ÀS UNIDADES ADMINISTRATIVAS DO MUNICÍPIO DE ACARAÚ/CE.",2021-07-28,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
3006.01/2021-PE,5535100.62,PREGÃO,2021-07-07,MENOR PREÇO,"REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAIS DE EXPEDIENTE, PARA ATENDER AS NECESSIDADES DAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2021-07-26,FECHADA,SECRETARIAS DIVERSAS
0706.01/2021-PE,747156.7,PREGÃO,2021-07-06,MENOR PREÇO,"AQUISIÇÃO DE FÓRMULAS ALIMENTARES (DIETAS ENTERAIS, FÓRMULAS INFANTIS E COMPLEMENTOS ALIMENTARES) DESTINADOS A PACIENTES COM NECESSIDADES NUTRICIONAIS E PATOLOGIAS ASSOCIADAS, ACOMPANHADOS PELO PROGRAMA MELHOR EM CASA POR EQUIPE MULTIPROFISSIONAL DE ATENÇÃO DOMICILIAR - EMAD, MANTIDO PELA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ-CE.",2021-07-21,FECHADA,SECRETARIA DE SAÚDE
0206.01/2021-TP,189796.63,TOMADA DE PREÇOS,2021-07-02,MENOR PREÇO,"CONTRATAÇÃO PARA EXECUÇÃO DOS SERVIÇOS DE COLETA, TRANSPORTE E INCINERAÇÃO DE RESÍDUOS SÓLIDOS HOSPITALARES (GRUPOS A,B E E) DOS EQUIPAMENTOS DE SAÚDE DA REDE MUNICIPAL DE ACARAÚ/CE.",2021-07-20,FECHADA,SECRETARIA DE MEIO AMBIENTE
1506.01/2021-CP,2667346.24,CONCORRÊNCIA,2021-06-18,MENOR PREÇO,PAVIMENTAÇÃO ASFÁLTICA DA ESTRADA QUE LIGA AS LOCALIDADES DE JURITIANHA AO CAUASSU NO MUNICÍPIO DE ACARAÚ/CE.,2021-07-19,FECHADA,SECRETARIA DE INFRAESTRUTURA
1106.01/2021-PE,775209.69,PREGÃO,2021-06-29,MENOR PREÇO,"AQUISIÇAO DE LIVROS DIDÁTICOS DOS 4o, 5o E 6o PARA ATENDER ÀS NECESSIDADES DOS ALUNOS DA REDE DE ENSINO MUNICIPAL, JUNTO À SECRETARIA DA EDUCAÇÃO DE ACARAÚ-CE.",2021-07-13,REVOGADA,SECRETARIA DE EDUCAÇÃO
3105.01/2021-CP,4363512.45,CONCORRÊNCIA,2021-06-08,MENOR PREÇO,SERVIÇOS DE PAVIMENTAÇÃO ASFÁLTICA DA ESTRADA QUE LIGA AS LOCALIDADES DE BAIA À LAGOA DO CARNEIRO NO MUNICÍPIO DE ACARAÚ/CE.,2021-07-08,FECHADA,SECRETARIA DE INFRAESTRUTURA
0206.01/2021-PE,3793249.81,PREGÃO,2021-06-18,MENOR PREÇO,"REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAIS DE HIGIENE E LIMPEZA, PARA ATENDER ÀS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2021-07-05,FECHADA,SECRETARIAS DIVERSAS
1006.01/2021-PE,4251200.0,PREGÃO,2021-06-18,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEÍCULOS AUTOMOTORES, PARA ATENDER ÀS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2021-07-02,FECHADA,SECRETARIA DE INFRAESTRUTURA
1406.01/2021-PE,1177639.27,PREGÃO,2021-06-16,MENOR PREÇO,"AQUISIÇÃO DE KITS LIVROS DIDÁTICOS SEMIESTRUTURADOS PARA ALUNOS E PROFESSORES DA REDE DE ENSINO MUNICIPAL, JUNTO À SECRETARIA DA EDUCAÇÃO DE ACARAÚ-CE.",2021-06-30,FECHADA,SECRETARIA DE EDUCAÇÃO
0105.01/2021-PE,35764.38,PREGÃO,2021-06-16,MENOR PREÇO,"AQUISIÇÕES DE MATERIAIS PERMANENTES E DE CONSUMO PARA O MATADOURO PÚBLICO MUNICIPIAL DE ACARAÚ/CE, JUNTO A SECRETARIA DE AGRONEGÓCIOS, IRRIGAÇÃO, PESCA E DESENVOLVIMENTO ECONÔMICO RURAL.",2021-06-29,FRACASSADA,"SECRETARIA DE AGRONEGÓCIOS, PESCA, IRRIGAÇÃO E DESENVOLVIMENTO ECONÔMICO"
0306.01/2021-TP,107340.0,TOMADA DE PREÇOS,2021-06-11,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS DE ASSESSORIA NO SETOR DE RECURSOS HUMANOS, NO PROCESSAMENTO DA FOLHA, COM ELABORAÇÃO DE GFIP MENSAL, RAIS, DIRF, COM ENVIO DOS RELATÓRIOS DOS SERVIDORES, ACOMPANHAMENTO DOS PARCELAMENTOS E CERTIDÕES DO MUNICÍPIO DE ACARAÚ/CE",2021-06-28,REVOGADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
1305.01/2021-PE,1049475.61,PREGÃO,2021-05-28,MENOR PREÇO,"AQUISIÇÃO DE LIVROS DIDÁTICOS PARA ATENDER AS NECESSIDADES DOS ALUNOS DA REDE DE ENSINO MUNICIPAL DO 6° AO 9o ANO, JUNTO À SECRETARIA DA EDUCAÇÃO DE ACARAÚ-CE",2021-06-15,FECHADA,SECRETARIA DE EDUCAÇÃO
2405.01-2021-TP,45146.64,TOMADA DE PREÇOS,2021-05-27,MENOR PREÇO,"SERVIÇOS ESPECIALIZADOS PROFISSIONAIS DE LAVAGEM COMPLETA, DESINFECÇÃO E ASSEPSIA DE EQUIPAMENTOS NOS VEÍCULOS DA REDE DE ATENDIMENTO SAMU, DO MUNICÍPIO DE ACARAÚ/CE",2021-06-14,FRACASSADA,SECRETARIA DE INFRAESTRUTURA
0405.01/2021-CP,4288999.53,CONCORRÊNCIA,2021-05-07,MENOR PREÇO,PAVIMENTAÇÃO ASFÁLTICA EM DIVERSAS RUAS NO MUNICÍPIO DE ACARAÚ/CE.,2021-06-11,FECHADA,SECRETARIA DE INFRAESTRUTURA
2105.01/2021-TP,1064210.24,TOMADA DE PREÇOS,2021-05-25,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE RESTAURAÇÕES DE ESTRADAS VICINAIS DOS TRECHOS: JURITIANHA - MIRINDIBA - LAGOA DANTAS; MIRINDIBA - AROEIRA NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2021-06-10,FECHADA,SECRETARIA DE INFRAESTRUTURA
