Número,"Valor estimado",Modalidade,Publicação,Tipo,Objeto,Abertura,Situação
0511.01/2021-SRP,"89.729,07",PREGÃO,18/11/2021,"MENOR PREÇO","REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO E NA PRESTAÇÃO DE SERVIÇOS DE CONFECÇÃO DE FARDAMENTOS E ACESSÓRIOS PARA OS SERVIDORES DO DEMUTRAN (DEPARTAMENTO MUNICIPAL DE TRÂNSITO), DE RESPONSABILIDADE DA SECRETARIA DE SEGURANÇA E TRÂNSITO DO MUNICÍPIO DE ACARAÚ/CE.",06/12/2021,FECHADA
0511.02/2021-SRP,"5.643.320,00",PREGÃO,18/11/2021,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS E ESTRUTURAS PARA EVENTOS DIVERSOS, ENVOLVENDO MONTAGEM/DESMONTAGEM, INSTALAÇÃO/DESINSTALAÇÃO E TRANSPORTE PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",02/12/2021,FECHADA
0811.01/2021-PE,"113.510,88",PREGÃO,10/11/2021,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, COM O OBJETIVO DE INFORMATIZAÇÃO DAS EQUIPES DE SAÚDE DA FAMÍLIA, POR MEIO DA IMPLEMENTAÇÃO DE PRONTUÁRIO ELETRÔNICO, CONFORME A PORTARIA GM/MS N° 3.393/2020, JUNTO À SECRETARIA DE SAÚDE.",26/11/2021,FECHADA
0410.02/2021-PE,"100.478,00",PREGÃO,22/10/2021,"MENOR PREÇO","AQUISIÇÃO DE ROÇADEIRA HIDRÁULICA ARTICULADA PARA ATENDER A DEMANDA DA SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE.",23/11/2021,FECHADA
0610.01/2021-SRP,"412.944,00",PREGÃO,08/11/2021,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE FARDAMENTO ESCOLARES PARA ATENDER AS NECESSIDADES DA REDE MUNICIPAL DE ENSINO, JUNTO A SECRETARIA DE EDUCAÇÃO NO MUNICÍPIO DE ACARAÚ/CE.",22/11/2021,REVOGADA
0110.01/2021-SRP,"1.875.866,25",PREGÃO,21/10/2021,"MENOR PREÇO","REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE PEÇAS DE REPOSIÇÃO E CONTRATAÇÕES DE SERVIÇOS DE CONSERTO, RETIRADA, INSTALAÇÃO, REPAROS, MANUTENÇÃO E SUBSTITUIÇÃO DE BOMBAS ENTRE 0,5 CV E 4 CV, BEM COMO TODO O SISTEMA HIDRÁULICO (CONEXÕES, TUBOS E BRILHANTES) DOS CHAFARIZES, POÇOS TUBULARES PROFUNDOS DE ABASTECIMENTOS D'ÁGUA DO MUNICÍPIO DE ACARAÚ/CE.",18/11/2021,FECHADA
0410.01/2021-CP,"4.479.983,35",CONCORRÊNCIA,08/10/2021,"MENOR PREÇO","RESTAURAÇÃO DE ESTRADAS VICINAIS NAS LOCALIDADES DE ARANAÚ, JURITIANHA, SANTA FÉ E LAGOA DO CARNEIRO, JUNTO A SECRETARIA DE INFRAESTRUTURA NO MUNICÍPIO DE ACARAÚ/CE.",16/11/2021,FECHADA
1910.01/2021-TP,"1.428.201,29","TOMADA DE PREÇOS",26/10/2021,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DA CONCLUSÃO DA CONSTRUÇÃO DE CRECHE PROINFÂNCIA TIPO I - BAIRRO DE BURITI NO MUNICÍPIO DE ACARAÚ/CE.",12/11/2021,FECHADA
2409.01/2021-SRP,"3.908.411,08",PREGÃO,21/10/2021,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAL PERMANENTE, COMPONENTES, PEÇAS E SUPRIMENTOS DE INFORMÁTICA PARA ATENDER AS DEMANDAS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE",11/11/2021,FECHADA
0109.01/2021-SRP,"2.031.225,00",PREGÃO,21/10/2021,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE VEÍCULOS AUTOMOTORES NOVOS, 0 (ZERO) KM , TIPO PASSEIO PARA ATENDER AS NECESSIDADES DE DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",09/11/2021,FECHADA
2309.01/2021-TP,"2.567.392,43","TOMADA DE PREÇOS",20/10/2021,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE REFORMA E AMPLIAÇÃO DA E.E.I.E.F. MANOEL JOÃO ARAÚJO - DISTRITO DE ARANAU E DA E.E.I.E.F.HIGINO DE SOUSA (ANEXO) - BAIRRO DE MORADA NOVA NO MUNICÍPIO DE ACARAÚ/CE.",08/11/2021,FECHADA
0408.01/2021-TP,"194.550,00","TOMADA DE PREÇOS",23/09/2021,"MENOR PREÇO","CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA EM GESTÃO ESTRATÉGICA, COMPREENDENDO A ELABORAÇÃO DE RELATÓRIOS, PAINÉIS GERENCIAIS, AUDITORIA INTERNA E A IMPLANTAÇÃO DE MELHORIAS CONTÍNUAS, BEM COMO A ORIENTAÇÃO AOS AGENTES PÚBLICOS QUANTO A GESTÃO DE ATIVOS E FLUXO DAS DESPESAS, JUNTO AS DIVERSAS UNIDADES ADMINISTRATIVAS DA PREFEITURA MUNICIPAL DE ACARAÚ/CE.",13/10/2021,FECHADA
2608.01/2021-SRP,"1.079.361,01",PREGÃO,24/09/2021,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS CONTRATAÇÕES DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE INSTALAÇÃO, CONSERTO E MANUTENÇÃO CORRETIVA/PREVENTIVA DE APARELHOS DE REFRIGERAÇÃO E ELETRODOMÉSTICOS PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",08/10/2021,FECHADA
1008.01/2021-SRP,"984.706,04",PREGÃO,20/09/2021,"MENOR PREÇO","REGISTRO DE PREÇOS PARA SELEÇÃO DA PROPOSTA MAIS VANTAJOSA PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAIS LABORATORIAIS E DE ANÁLISES CLÍNICAS, VISANDO ATENDER AS NECESSIDADES DO LABORATÓRIO DO MUNICÍPIO DE ACARAÚ/CE.",06/10/2021,FECHADA
2107.01/2021-TP.,"1.607.000,95","TOMADA DE PREÇOS",20/09/2021,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE URBANIZAÇÃO DA PRAIA DE ARPOEIRAS NO MUNICÍPIO DE ACARAÚ/CE.",05/10/2021,FECHADA
2308.01/2021-PE,"198.418,93",PREGÃO,08/09/2021,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE, DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA N° 11278.643000/1200-01 DA PORTARIA N° 970/2020 - MINISTÉRIO DA SAÚDE, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",30/09/2021,FECHADA
2008.01/2021-PE,"814.850,00",PREGÃO,02/09/2021,"MENOR PREÇO","AQUISIÇÃO DE LIVROS DIDÁTICOS DOS 4º, 5º E 6º PARA ATENDER ÀS NECESSIDADES DOS ALUNOS DA REDE DE ENSINO MUNICIPAL, JUNTO À SECRETARIA DA EDUCAÇÃO DE ACARAÚ-CE.",27/09/2021,FECHADA
1907.03/2021-SRP,"587.918,60",PREGÃO,02/09/2021,"MENOR PREÇO","REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAIS ESPORTIVOS PARA ATENDER AS NECESSIDADES DA SECRETARIA DE DESPORTO E JUVENTUDE DO MUNICÍPIO DE ACARAÚ/CE.",22/09/2021,FECHADA
1708.01/2021-SRP,"266.520,00",PREGÃO,30/08/2021,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAIS PARA COMPOSIÇÃO DO KIT BEBÊ DESTINADOS A DOAÇÃO PARA MUNÍCIPES EM VULNERABILIDADE SOCIAL, ATRAVÉS DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE.",20/09/2021,FECHADA
1308.01/2021-SRP,"1.268.989,50",PREGÃO,02/09/2021,"MENOR PREÇO","REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS CONTRATAÇÕES DE EMPRESA ESPECIALIZADA EM FORNECIMENTO DE ALIMENTAÇÃO PREPARADA (ALMOÇO, COFFE BREAK, LANCHE E QUENTINHA) E SERVIÇO DE BUFFET/DECORAÇÃO PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",17/09/2021,FECHADA
1207.01/2021-SRP,"2.159.566,31",PREGÃO,24/08/2021,"MENOR PREÇO","REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS GRÁFICOS IMPRESSOS E COMUNICAÇÃO VISUAL PARA ATENDER AS DEMANDAS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",13/09/2021,FECHADA
2007.01/2021-TP,"193.900,00","TOMADA DE PREÇOS",18/08/2021,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE CAPTAÇÃO DE RECURSOS, PRESTAÇÃO DE CONTAS E INFORMAÇÕES JUNTO AOS ÓRGÃOS DA ESFERA FEDERAL, ESTADUAL E MUNICIPAL PARA ATENDER AS SECRETARIAS DA PREFEITURA MUNICIPAL DE ACARAÚ/CE.",08/09/2021,FECHADA
1907.02/2021-SRP,"1.950.739,61",PREGÃO,11/08/2021,"MENOR PREÇO","REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS GRÁFICOS IMPRESSOS E COMUNICAÇÃO VISUAL PARA ATENDER AS DEMANDAS DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",26/08/2021,FECHADA
1207.02/2021-SRP,"2.217.385,15",PREGÃO,11/08/2021,"MENOR PREÇO","REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAL DE CONSTRUÇÃO, ELÉTRICO E HIDRÁULICO PARA ATENDER AS NECESSIDADES DA SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE.",24/08/2021,FECHADA
2707.01/2021-PE,"6.680.376,33",PREGÃO,10/08/2021,"MENOR PREÇO","REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE PEÇAS E SERVIÇOS PARA VEÍCULOS AUTOMOTORES DA FROTA OFICIAL, PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",20/08/2021,FECHADA
0707.01/2021-SRP,"2.433.108,27",PREGÃO,06/08/2021,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE GÊNEROS ALIMENTÍCIOS DESTINADOS A SUPRIR AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",18/08/2021,FECHADA
2107.01/2021-TP,"33.859,98","TOMADA DE PREÇOS",27/07/2021,"MENOR PREÇO","SERVIÇOS ESPECIALIZADOS PROFISSIONAIS DE LAVAGEM COMPLETA, DESINFECÇÃO E ASSEPSIA DE EQUIPAMENTOS NOS VEÍCULOS DA REDE DE ATENDIMENTO SAMU, DO MUNICÍPIO DE ACARAÚ/CE.",11/08/2021,FECHADA
1907.01/2021-PE,"4.400.344,87",PREGÃO,23/07/2021,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA DE PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE ESCOLAR, NO ATENDIMENTO DOS ALUNOS DO FUNDAMENTAL I, II E ENSINO MÉDIO DA REDE DE ENSINO DO MUNICÍPIO DE ACARAÚ/CE.",04/08/2021,FECHADA
0107.01/2021-PE,"131.455,50",PREGÃO,16/07/2021,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS MEDICO-HOSPITALARES, CONFORME O PLANO DE TRABALHO, PORTARIA MS N° 3.241, DE 07 DE DEZEMBRO DE 2020, PARA SUPRIR AS NECESSIDADES DO PROGRAMA SAÚDE COM AGENTE DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ-CE.",30/07/2021,FECHADA
0207.01/2021-TP,"151.106,62","TOMADA DE PREÇOS",12/07/2021,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA TÉCNICA ESPECIALIZADA NA ÁREA DE PLANEJAMENTO E CONTRATAÇÕES PÚBLICAS, JUNTO AO SETOR DE LICITAÇÃO, PARA ATENDIMENTO ÀS UNIDADES ADMINISTRATIVAS DO MUNICÍPIO DE ACARAÚ/CE.",28/07/2021,FECHADA
3006.01/2021-PE,"5.535.100,62",PREGÃO,07/07/2021,"MENOR PREÇO","REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAIS DE EXPEDIENTE, PARA ATENDER AS NECESSIDADES DAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",26/07/2021,FECHADA
0706.01/2021-PE,"747.156,70",PREGÃO,06/07/2021,"MENOR PREÇO","AQUISIÇÃO DE FÓRMULAS ALIMENTARES (DIETAS ENTERAIS, FÓRMULAS INFANTIS E COMPLEMENTOS ALIMENTARES) DESTINADOS A PACIENTES COM NECESSIDADES NUTRICIONAIS E PATOLOGIAS ASSOCIADAS, ACOMPANHADOS PELO PROGRAMA MELHOR EM CASA POR EQUIPE MULTIPROFISSIONAL DE ATENÇÃO DOMICILIAR - EMAD, MANTIDO PELA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ-CE.",21/07/2021,FECHADA
0206.01/2021-TP,"189.796,63","TOMADA DE PREÇOS",02/07/2021,"MENOR PREÇO","CONTRATAÇÃO PARA EXECUÇÃO DOS SERVIÇOS DE COLETA, TRANSPORTE E INCINERAÇÃO DE RESÍDUOS SÓLIDOS HOSPITALARES (GRUPOS A,B E E) DOS EQUIPAMENTOS DE SAÚDE DA REDE MUNICIPAL DE ACARAÚ/CE.",20/07/2021,FECHADA
1506.01/2021-CP,"2.667.346,24",CONCORRÊNCIA,18/06/2021,"MENOR PREÇO","PAVIMENTAÇÃO ASFÁLTICA DA ESTRADA QUE LIGA AS LOCALIDADES DE JURITIANHA AO CAUASSU NO MUNICÍPIO DE ACARAÚ/CE.",19/07/2021,FECHADA
1106.01/2021-PE,"775.209,69",PREGÃO,29/06/2021,"MENOR PREÇO","AQUISIÇAO DE LIVROS DIDÁTICOS DOS 4o, 5o E 6o PARA ATENDER ÀS NECESSIDADES DOS ALUNOS DA REDE DE ENSINO MUNICIPAL, JUNTO À SECRETARIA DA EDUCAÇÃO DE ACARAÚ-CE.",13/07/2021,REVOGADA
3105.01/2021-CP,"4.363.512,45",CONCORRÊNCIA,08/06/2021,"MENOR PREÇO","SERVIÇOS DE PAVIMENTAÇÃO ASFÁLTICA DA ESTRADA QUE LIGA AS LOCALIDADES DE BAIA À LAGOA DO CARNEIRO NO MUNICÍPIO DE ACARAÚ/CE.",08/07/2021,FECHADA
0206.01/2021-PE,"3.793.249,81",PREGÃO,18/06/2021,"MENOR PREÇO","REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE MATERIAIS DE HIGIENE E LIMPEZA, PARA ATENDER ÀS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",05/07/2021,FECHADA
1006.01/2021-PE,"4.251.200,00",PREGÃO,18/06/2021,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEÍCULOS AUTOMOTORES, PARA ATENDER ÀS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",02/07/2021,FECHADA
1406.01/2021-PE,"1.177.639,27",PREGÃO,16/06/2021,"MENOR PREÇO","AQUISIÇÃO DE KITS LIVROS DIDÁTICOS SEMIESTRUTURADOS PARA ALUNOS E PROFESSORES DA REDE DE ENSINO MUNICIPAL, JUNTO À SECRETARIA DA EDUCAÇÃO DE ACARAÚ-CE.",30/06/2021,FECHADA
0105.01/2021-PE,"35.764,38",PREGÃO,16/06/2021,"MENOR PREÇO","AQUISIÇÕES DE MATERIAIS PERMANENTES E DE CONSUMO PARA O MATADOURO PÚBLICO MUNICIPIAL DE ACARAÚ/CE, JUNTO A SECRETARIA DE AGRONEGÓCIOS, IRRIGAÇÃO, PESCA E DESENVOLVIMENTO ECONÔMICO RURAL.",29/06/2021,FRACASSADA
0306.01/2021-TP,"107.340,00","TOMADA DE PREÇOS",11/06/2021,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS DE ASSESSORIA NO SETOR DE RECURSOS HUMANOS, NO PROCESSAMENTO DA FOLHA, COM ELABORAÇÃO DE GFIP MENSAL, RAIS, DIRF, COM ENVIO DOS RELATÓRIOS DOS SERVIDORES, ACOMPANHAMENTO DOS PARCELAMENTOS E CERTIDÕES DO MUNICÍPIO DE ACARAÚ/CE",28/06/2021,REVOGADA
1305.01/2021-PE,"1.049.475,61",PREGÃO,28/05/2021,"MENOR PREÇO","AQUISIÇÃO DE LIVROS DIDÁTICOS PARA ATENDER AS NECESSIDADES DOS ALUNOS DA REDE DE ENSINO MUNICIPAL DO 6° AO 9o ANO, JUNTO À SECRETARIA DA EDUCAÇÃO DE ACARAÚ-CE",15/06/2021,FECHADA
2405.01-2021-TP,"45.146,64","TOMADA DE PREÇOS",27/05/2021,"MENOR PREÇO","SERVIÇOS ESPECIALIZADOS PROFISSIONAIS DE LAVAGEM COMPLETA, DESINFECÇÃO E ASSEPSIA DE EQUIPAMENTOS NOS VEÍCULOS DA REDE DE ATENDIMENTO SAMU, DO MUNICÍPIO DE ACARAÚ/CE",14/06/2021,FRACASSADA
0405.01/2021-CP,"4.288.999,53",CONCORRÊNCIA,07/05/2021,"MENOR PREÇO","PAVIMENTAÇÃO ASFÁLTICA EM DIVERSAS RUAS NO MUNICÍPIO DE ACARAÚ/CE.",11/06/2021,FECHADA
2105.01/2021-TP,"1.064.210,24","TOMADA DE PREÇOS",25/05/2021,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS DE RESTAURAÇÕES DE ESTRADAS VICINAIS DOS TRECHOS: JURITIANHA - MIRINDIBA - LAGOA DANTAS; MIRINDIBA - AROEIRA NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",10/06/2021,FECHADA
1205.01/2021-PE,"5.093.559,70",PREGÃO,24/05/2021,"MENOR PREÇO","REGISTRO DE PREÇOS PARA AQUISIÇAO DE MATERIAL DE CONSUMO E INSTRUMENTAL ODONTOLOGICO, VISANDO ATENDER AS NECESSIDADES DAS EQUIPES DE SAÚDE BUCAL DA SECRETARIA MUNICIPAL DE SAÚDE DE ACARAÚ/CE.",08/06/2021,FECHADA
1005.01/2021-PE,"1.813.874,70",PREGÃO,17/05/2021,"MENOR PREÇO","AQUISIÇÃO DE LIVROS DIDÁTICOS PARA ATENDER AS NECESSIDADES DOS ALUNOS DA REDE DE ENSINO MUNICIPAL, JUNTO À SECRETARIA DA EDUCAÇÃO DE ACARAÚ-CE.",28/05/2021,FECHADA
2004.01/2021-PP,"397.341,01",PREGÃO,04/05/2021,"MENOR PREÇO","AQUISIÇÃO DE FARDAMENTO PARA A GUARDA MUNICIPAL E PARA OS SERVIDORES DO DEMUTRAN, DE RESPONSABILIDADE DA SECRETARIA DE SEGURANÇA E TRÂNSITO DO MUNICÍPIO DE ACARAÚ/CE.",20/05/2021,FECHADA
2804.01/2021-PP,"202.214,37",PREGÃO,04/05/2021,"MENOR PREÇO","AQUISIÇÃO DE FARDAMENTO, ENXOVAL, ROUPARIA E EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL (EPI), DE RESPONSABILIDADE DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",19/05/2021,FECHADA
2204.01/2021-PE,"2.419.630,00",PREGÃO,04/05/2021,"MENOR PREÇO","AQUISIÇÃO DE CONJUNTO DE CARTEIRAS ESCOLARES, PARA ATENDER AS NECESSIDADES DAS ESCOLAS DA REDE MUNICIPAL DE ENSINO DE ACARAÚ-CE, constante dos Anexos do Edital.",18/05/2021,FECHADA
06.007/2021-PE,"510.000,00",PREGÃO,16/04/2021,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PARA INFORMATIZAÇÃO DAS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, JUNTO A SECRETARIA DE SAÚDE.",30/04/2021,FECHADA
06.008/2021-PE,"111.737,27",PREGÃO,16/04/2021,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA EQUIPES DE SAÚDE BUCAL DAS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE ACARAÚCE",29/04/2021,FECHADA
12.001-2021-TP,"330.999,96","TOMADA DE PREÇOS",13/04/2021,"MENOR PREÇO","SERVIÇOS ESPECIALIZADOS PROFISSIONAIS DE ASSESSORIA, CONSULTORIA, MONITORAMENTO E AVALIAÇÃO DO SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS FAMILIARES - SCFV, SERVIÇO DE PROTEÇÃO E ATEDIMENTO INTEGRAL A FAMÍLIA - PAIF, PROGRAMA PRIMEIRA INFÂNCIA NO SUAS E DA EQUIPE DE CADASTRO ÚNICO E GESTÃO DO BOLSA FAMÍLIA, JUNTO A SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE.",29/04/2021,FECHADA
00.001/2021-TP,"231.855,00","TOMADA DE PREÇOS",14/04/2021,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE DIGITALIZAÇÃO E IMPLANTAÇÃO DE GERENCIAMENTO ELETRÔNICO DE DOCUMENTOS (GED) DOS PROCESSOS COMPROBATÓRIOS DE DESPESAS E LICITATÓRIOS DAS UNIDADES ADMINISTRATIVAS DO MUNICÍPIO DE ACARAÚ/CE.",29/04/2021,FECHADA
00.007/2021-SRP,"748.769,80",PREGÃO,15/04/2021,"MENOR PREÇO","REGISTRO DE PREÇOS VISANDO EVENTUAIS E FUTURAS CONTRATAÕES PARA PRESTAÇÃO DE SERVIÇOS NO FORNECIMENTO DE EQUIPAMENTOS, SOB DEMANDA, SITUAÇÕES EMERGENCIAIS, ENVOLVENDO A MONTAGEM E DESMONTAGEM, PARA ATENDIMENTO AS NECESSIDADES DAS UNIDADES ADMINISTRATIVAS NO MUNICÍPIO DE ACARAÚ/CE.",28/04/2021,FECHADA
06.012/2021-PP,"147.200,04",PREGÃO,12/04/2021,"MENOR PREÇO","CONTRATAÇAO DOS SERVIÇOS DE CASA DE APOIO EM FORTALEZA, PARA ATENDER AS NECESSIDADES DOS USUÁRIOS DO SUS DE ACARAÚ, QUANDO EM TRATAMENTO FORA DO DOMICÍLIO, ENCAMINHADOS PELA SECRETARIA MUNICIPAL DE SAÚDE.",26/04/2021,FECHADA
00.006/2021-SRP,"713.566,78",PREGÃO,13/04/2021,"MENOR PREÇO","REGISTRO DE PREÇOS VISANDO EVENTUAIS E FUTURAS CONTRATAÕES PRESTAÇÃO DO SERVIÇO DE LOCAÇÃO DE GRUPO GERADORES CONFORME ESPECIFICAÇÕES, PARA ATENDIMENTO AS NECESSIDADES DAS UNIDADES ADMINISTRATIVAS NO MUNICÍPIO DE ACARAÚ/CE.",26/04/2021,FECHADA
06.001/2021-TP,"56.433,30","TOMADA DE PREÇOS",09/04/2021,"MENOR PREÇO","SERVIÇOS ESPECIALIZADOS PROFISSIONAIS DE LAVAGEM COMPLETA, DESINFECÇÃO E ASSEPSIA DE EQUIPAMENTOS NOS VEÍCULOS DA REDE DE ATENDIMENTO SAMU, DO MUNICÍPIO DE ACARAÚ/CE",26/04/2021,DESERTA
06.011/2021-PP,"384.667,70",PREGÃO,12/04/2021,"MENOR PREÇO","SERVIÇOS DE LABORATÓRIO DE ANALISES CLÍNICAS E EXAMES LABORATORIAIS NA COLETA ANALISE E DIAGNOSTICO DAS AMOSTRAS DE MATERIAIS COLETADOS, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE",23/04/2021,FECHADA
00.005/2021-PP,"370.521,61",PREGÃO,12/04/2021,"MENOR PREÇO","AQUISIÇÃO DE GÁS GLP(GÁS LIQUEFEITO DO PETRÓLEO) PARA SUPRIR AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE",23/04/2021,FECHADA
00.004/2021-PP,"263.792,97",PREGÃO,12/04/2021,"MENOR PREÇO","AQUISIÇÃO DE ÁGUA MINERAL NATURAL PARA SUPRIR AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE",23/04/2021,DESERTA
12.003/2021-PP,"366.648,40",PREGÃO,09/04/2021,"MENOR PREÇO","AQUISIÇÃO DE URNAS MORTUÁRIAS E KIT FUNERAL, BEM COMO SERVIÇO DE TRANSLADO PARA CONCESSÃO DE BENEFÍCIOS EVENTUAIS JUNTO À SECRETARIA DE ASSISTÊNCIA SOCIAL DE ACARAÚ/CE.",22/04/2021,FECHADA
06.009/2021-PP,"315.000,00",PREGÃO,09/04/2021,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO DE EQUIPAMENTO MÉDICO HOSPITALAR E ODONTOLÓGICO, PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE",22/04/2021,FECHADA
06.010/2021-PE,"851.566,30",PREGÃO,07/04/2021,"MENOR PREÇO","LOCAÇÃO DE SISTEMA INTEGRADO DE SOFTWARE, COM LOCAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS, HOSPEDAGEM EM NUVEM, SUPORTE TÉCNICO E CAPACITAÇÃO DE SERVIDORES E PRESTAÇÃO DE SERVIÇOS PARA AS UNIDADES DE SAÚDE DO MUNICÍPIO DE ACARAU/CE",19/04/2021,FECHADA
